product_id,category_id,product_name,product_codes,chat_id,date,theme,question,match_methods,confidence
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,General question,"Мисля, че е това : https://apogee99.com/index.php?main_page=product_info&products_id=418",agent_shared_product_url,medium
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,Product search / part identification,На страницата Ви има няколко варианта на които пише че стават за Indezit. Всичките ли стават за моя модел?,agent_shared_product_url,medium
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,Product search / part identification,"Не, аз не търся това",agent_shared_product_url,medium
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,Product search / part identification,Стария маркуч е в ръцете ми. Няма код,agent_shared_product_url,medium
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,General question,Така ли е?,agent_shared_product_url,medium
205,71,"Гофриран маркуч за пералня INDESIT, долен - изходящ | 108874",108874,RE9JGNEX77,2022-07-05,Product search / part identification,"Трябва ми маркуч за мръсна вода за пералня Индезит , модел WN421WS.",agent_shared_product_url,medium
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,QTQ3FAOX0C,2021-05-14,Delivery / shipping,Дайте данни по еконт да го платя /65/лева. Ако искате и още снимки ?,start_page_url,high
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,QTQ3FAOX0C,2021-05-14,General question,И кога мога да го имам/,start_page_url,high
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,QTQ3FAOX0C,2021-05-14,Product search / part identification,"здравейте, търся входящ гофриран номер T-NR 3967 110",start_page_url,high
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,RSR6655WQR,2023-03-27,Availability,Имате ли наличен такъв амортисьор,customer_visited_product_url,medium
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,RSR6655WQR,2023-03-27,General question,Мога ли да поръчам на Вас артикул,customer_visited_product_url,medium
208,71,"Гофриран маркуч за пералня MIELE, горен - входящ |  43119",43119,RSR6655WQR,2023-03-27,Availability,Налична е,customer_visited_product_url,medium
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPCZB9FKE5E,2018-07-23,Delivery / shipping,Здравейте.доставка на стоки закупени от вас по еконт ли изпращате. Благодаря,agent_shared_product_url,medium
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPCZB9FKE5E,2018-07-23,Product search / part identification,код 390303Б,agent_shared_product_url,medium
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPCZB9FKE5E,2018-07-23,Product search / part identification,опитах да направя регистрация неуспях трябва ми долен маркуч за перла04 видях че имате,agent_shared_product_url,medium
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPD7IO2KCRK,2018-08-15,Compatibility / fit,"Добър ден.Искам да Ви попитам,дали имат все още наличност гофриран маркуч долен за пералня Перла 04/респективно за Татрамат353/",agent_shared_product_url; customer_visited_product_url; start_page_url,high
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPD7IO2KCRK,2018-08-15,General question,"Мило момиче, в кой град е тази улица?",agent_shared_product_url; customer_visited_product_url; start_page_url,high
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPD7IO2KCRK,2018-08-15,General question,къде ви се намира офиса,agent_shared_product_url; customer_visited_product_url; start_page_url,high
210,71,"Гофриран маркуч за пералня ПЕРЛА 04, долен - изходящ",,CPD7IO2KCRK,2018-08-15,General question,става въпрос за гр.София ли?,agent_shared_product_url; customer_visited_product_url; start_page_url,high
211,71,"Гофриран маркуч за пералня ПЕРЛА 04, горен - входящ",,RZ26I9E194,2023-08-10,Product search / part identification,"а това Гофриран маркуч за пералня ПЕРЛА 05, горен - входящ Код: 390302Б",customer_visited_product_url,high
211,71,"Гофриран маркуч за пералня ПЕРЛА 04, горен - входящ",,RZ26I9E194,2023-08-10,Product search / part identification,"трябва ми и това Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ Код: 390304",customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,R0ZLUNKVHM,2021-10-07,Availability,"Здравейте,имате ли горен и долен гофриран м.ч за Перла 05",agent_shared_product_url,medium
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,R0ZLUNKVHM,2021-10-07,Availability,имате ли къс и дълъг гофриран м-ч перла 05,agent_shared_product_url,medium
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,R3OFASBY1U,2021-12-01,General question,кога пристига?,agent_shared_product_url; customer_visited_product_url; start_page_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,R97723LXQP,2022-03-23,General question,трябва да знам със сигурност и как мога да го закупя,customer_visited_product_url; start_page_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,R92LWWPHUW,2022-03-31,Product search / part identification,Как доставяте частите,customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,RK1NAVTBXU,2022-11-01,Availability,....след като не е наличен ....,agent_shared_product_url; start_page_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,RSZQ3T2X1M,2023-04-07,Product search / part identification,"да, благодаря . Код: 402049500",customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,RSZQ3T2X1M,2023-04-07,Product search / part identification,добре - остава ми един по-скъп вариант на аристон - Код: 042120 - отворите като че са подходящи - може ли да ми кажете приблизителна дължина,customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,RSZQ3T2X1M,2023-04-07,Dimensions / specs,по възможност до каква дължина би стигнал в разтеглено положение,customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,RSZQ3T2X1M,2023-04-07,Compatibility / fit,"разбирам, тъй като трябва да измисля някакъв заместител - бихте ли ми казали за ARDO MERLONI, долен - изходящ маркуч какви са вътрешните му размери на отворите",customer_visited_product_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,SPYN9YB9D4,2025-01-06,General question,А знаете ли някои производители дето мога да поръчам направата му?,start_page_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,SPYN9YB9D4,2025-01-06,Product search / part identification,Здравейте.Търся маркуч спрян при вас от продажба за пералня Перла 05.Имате ли някаква идея от къде мога да закупя или да поръчам да ми направят по-поръчка.,start_page_url,high
212,71,"Гофриран маркуч за пералня ПЕРЛА 05, долен - изходящ",,SQ1U3K3MD4,2025-01-29,Availability,Има ли този маркуч,customer_visited_product_url; start_page_url,medium
213,71,"Гофриран маркуч за пералня ПЕРЛА 05, горен - входящ",,R0ZLUNKVHM,2021-10-07,Availability,"Здравейте,имате ли горен и долен гофриран м.ч за Перла 05",agent_shared_product_url; start_page_url,medium
213,71,"Гофриран маркуч за пералня ПЕРЛА 05, горен - входящ",,R0ZLUNKVHM,2021-10-07,Availability,имате ли къс и дълъг гофриран м-ч перла 05,agent_shared_product_url; start_page_url,medium
213,71,"Гофриран маркуч за пералня ПЕРЛА 05, горен - входящ",,R7AIC7WN8W,2022-02-18,Product search / part identification,"Здравейте! Интересува ме продукт с код 390302Б. В сайта е написано, че гофрираният горен маркуч е произведен в италия, но става за перла 05. Бих ли могъл да зная размера(диаметърът) в двата края... За да преценя дали ще стане",customer_visited_product_url; start_page_url,high
215,71,"Гофриран маркуч за пералня SILTAL, горен - входящ | 36051700",36051700,QUYWW0FHTY,2021-06-18,Product search / part identification,Търся гофр. маркуч за пералня силтал SLS 48 X,customer_visited_product_url,high
215,71,"Гофриран маркуч за пералня SILTAL, горен - входящ | 36051700",36051700,RX1BIBPNZW,2023-07-05,General question,Ако пратя снимки?,customer_visited_product_url,high
216,71,"Гофриран маркуч за пералня FAGOR, горен - входящ | 119FA00",119FA00,SNJPOHHZ8B,2024-11-29,Availability,Имате ли магазин в Шумен,agent_shared_product_url; customer_visited_product_url; start_page_url,high
216,71,"Гофриран маркуч за пералня FAGOR, горен - входящ | 119FA00",119FA00,SNJPOHHZ8B,2024-11-29,Availability,Този артикул имате ли наличност 60мм,agent_shared_product_url; customer_visited_product_url; start_page_url,high
217,71,"Гофриран маркуч за пералня IGNIS, PHILIPS, WHIRLPOOL, горен - входящ | 481953028868",481953028868,RN7W0RSVY4,2023-01-03,Product search / part identification,Амортисьори за пералня уърпул модел FSCR 70211 /сериен номер 411516014704/ индустриален код 859207610010,customer_visited_product_url,high
218,71,"Гофриран маркуч за пералня IGNIS, PHILIPS, WHIRLPOOL, долен - изходящ | 481952648255",481952648255,QBLRJLPXR3,2020-06-11,Availability,Здравейте имате ли долен гофриран маркуч за пералня whirlpool,customer_visited_product_url,high
218,71,"Гофриран маркуч за пералня IGNIS, PHILIPS, WHIRLPOOL, долен - изходящ | 481952648255",481952648255,QBLRJLPXR3,2020-06-11,Product search / part identification,Имам снимка не е но го имам сниман,customer_visited_product_url,high
218,71,"Гофриран маркуч за пералня IGNIS, PHILIPS, WHIRLPOOL, долен - изходящ | 481952648255",481952648255,QBLRJLPXR3,2020-06-11,Product search / part identification,Модел AWO/C 71000 фабричен номер 85920311,customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,COWS7EZDQMP,2017-09-13,Product search / part identification,"Здравейте,Интересува ме универсалния амортисьор 120N Ф8",customer_visited_product_url; start_page_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,COWS7EZDQMP,2017-09-13,Compatibility / fit,дали е пригоден за SILTAL 048,customer_visited_product_url; start_page_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,CP018M76WZM,2017-11-30,Order / payment / invoice,втори път никаква поръчка от вас,customer_visited_product_url; start_page_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QD0I5BYMB4,2020-07-15,Product search / part identification,в ваще каталози не е ли упоменато този модел,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QD0I5BYMB4,2020-07-15,General question,вище кой е 16,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QD0I5BYMB4,2020-07-15,Order / payment / invoice,имам поръчка за 2 амортисора за AEG oko-lavamat 508,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QD0I5BYMB4,2020-07-15,Product search / part identification,имам снимка ако имате viber,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,PYCU4AH4LL,2020-08-10,Availability,Армортесиори за миеле имате ли,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,PYCU4AH4LL,2020-08-10,General question,Порачка може ли да се направи,agent_shared_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QPFUTVXG1E,2021-03-12,Product search / part identification,"Здравейте,търся панти за врата за мастеркук. Имате ли и как да поръчам. Гледах в сайта Ви но не открих затова Ви пиша.Благодаря предварително",customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,QTYA5MC410,2021-05-18,Delivery / shipping,Изпратете ми 2 бр от тези-размер :190-275 мм,agent_shared_product_url; customer_visited_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,RROBX1M7G5,2023-03-10,Product search / part identification,Трябва ми маншон за пералня bosch номер 5500000266,customer_visited_product_url,medium
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Order / payment / invoice,"Имам направена поръчка от неделя,само ще ви помоля така да опаковате филтрите да дойдат здрави при мен,ако има възможност в кашон",customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Product search / part identification,Оригинален код: 619697 Размер: 77 x 66 x 27 mm,customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Order / payment / invoice,"Поръчка номер: 83527 Дата на поръчката: 26 ноември неделя, 2023",customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Availability,"Тези ги имате налични нали ,и ще ми бъдат изпратени скоро предполагам :)",customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Price,Това с доставката ли е цена,customer_visited_product_url,high
221,68,"Амортисьор за пералня, универсален - 120N, φ 8mm | 118869",118869,S4DRMUZ3HI,2023-11-27,Product search / part identification,Търся си ето такъв филтър за отделението където се събира водата от сушилнята,customer_visited_product_url,high
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,QD0I5BYMB4,2020-07-17,Delivery / shipping,втория е точно за колко дни юе го доставите,agent_shared_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,QD0I5BYMB4,2020-07-17,General question,може ли малко по бързо,agent_shared_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,RU00YTNVX9,2023-05-02,Price,....както и цена и срок на доставка,customer_visited_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,RU00YTNVX9,2023-05-02,Availability,Моля посъветвайте за наличност на кръстачка за барабан на пералня LG model WD 1290 FB,customer_visited_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,SA9DRRJNSP,2024-03-15,Dimensions / specs,Вие размера между центрите ли мерите?,customer_visited_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,SA9DRRJNSP,2024-03-15,General question,Какви амортисьори можете да ми предложите за пералня Самсунг 1245,customer_visited_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,SA9DRRJNSP,2024-03-15,Product search / part identification,"Предполагам че е размера между центрите и мисля, че ще ми свърши работа Код: 909951 Имате ли в наличност 2 броя?",customer_visited_product_url,medium
222,68,"Амортисьор за пералня, универсален - 120N, φ 10mm | C00068465",C00068465,SW0L5VRPSM,2025-05-21,Compatibility / fit,"Здравейте Електромагнитен вентил за съдомиялна AEG, ELECTROLUX, ZANUSSI - единичен, 90°, Ø12 | 1520233006 дали е наличен",customer_visited_product_url,high
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,QIAAEPA9G1,2020-10-16,Product search / part identification,Здравейте!Търся амортисьори за пералня Горение wa984 и на каква цена?Благодаря!,agent_shared_product_url; customer_visited_product_url; start_page_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,QKZCZETGBM,2020-11-25,Product search / part identification,"Благодаря ви ,като я отворя ще сравня ! Точно за този модел няма ли,или са взаймозаменяеми ?",customer_visited_product_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,QKZCZETGBM,2020-11-25,Availability,имате ли амортесьори за gorenie opti WA 6109 ?,customer_visited_product_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,QSOXYMLF4A,2021-05-12,Product search / part identification,за уплътниние за фризерната част на горение.на rk 61340w r 631416 еднакви ли са по размер,customer_visited_product_url,high
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,QTW19BLAY9,2021-05-13,Product search / part identification,имате ли амортесьори с ваш код 634801 и634802,exact_product_code,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,RPINJG712Y,2023-02-06,Product search / part identification,Здравейте търся амортисьори за gorenje WA543,customer_visited_product_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,S02IH80USO,2023-09-05,Product search / part identification,"Здравейте! Необходими са ми амортисьори за пералня gorenie , модел WA984 elektronik . Амортисьор soko 634802- 01/2005 - 2 броя, и амортисьор soko 634801- 12/2005 - 1 брой.",exact_product_code,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,S5D9O351YK,2023-12-06,Product search / part identification,"Здравейте, търся амортисьори за Gorenje WA 984",customer_visited_product_url; start_page_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,S6N2997CH6,2023-12-22,Availability,АМОРТИСЬОР ЗА ПЕРАЛНЯ GORENJE - 80-120N | 634801 ИМАТЕ ЛИ ГО,agent_shared_product_url; exact_product_code,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,S116KD83Z7,2024-02-12,Product search / part identification,"аз ги гледах, но не ми излезе дали са съвместими конкретно с този модел",agent_shared_product_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,S116KD83Z7,2024-02-12,Product search / part identification,"търся амортисьори за пералня Gorenje - wa742, art.:635457",agent_shared_product_url,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,SD0TXYQCRZ,2024-05-21,Availability,"Здравейте, има ли разлика между двата вида амортисьора 634801 за пералня Gorenje WA 782? Тя е с три амортисьора и само единия е с червена капачка. Необходимо ли е да се купят допълнителни аксесоари за подмяната?",exact_product_code,medium
223,68,"Амортисьор за пералня GORENJE, 80-120N | 634801",634801,T90473OGHX,2026-01-19,Product search / part identification,"Амортисьор за пералня GORENJE, 80-120N | 634801 става ли за модел WA 984",exact_product_code; start_page_url,medium
